name,url,types,abilities,hp,attack,defense,special-attack,special-defense,speed,is_legendary,generation,hidden_ability,primary_type,weight,height
necrozma-dusk,https://pokeapi.co/api/v2/pokemon/10155/,"psychic, steel",prism-armor,97,157,127,113,109,77,True,generation-vii,,psychic,4600,38
necrozma-dawn,https://pokeapi.co/api/v2/pokemon/10156/,"psychic, ghost",prism-armor,97,113,109,157,127,77,True,generation-vii,,psychic,3500,42
necrozma-ultra,https://pokeapi.co/api/v2/pokemon/10157/,"psychic, dragon",neuroforce,97,167,97,167,97,129,True,generation-vii,,psychic,2300,75
pikachu-starter,https://pokeapi.co/api/v2/pokemon/10158/,electric,"static, lightning-rod",45,80,50,75,60,120,False,generation-i,lightning-rod,electric,60,4
eevee-starter,https://pokeapi.co/api/v2/pokemon/10159/,normal,"run-away, adaptability, anticipation",65,75,70,65,85,75,False,generation-i,anticipation,normal,65,3
pikachu-world-cap,https://pokeapi.co/api/v2/pokemon/10160/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,60,4
meowth-galar,https://pokeapi.co/api/v2/pokemon/10161/,steel,"pickup, tough-claws, unnerve",50,65,55,40,40,40,False,generation-i,unnerve,steel,75,4
ponyta-galar,https://pokeapi.co/api/v2/pokemon/10162/,psychic,"run-away, pastel-veil, anticipation",50,85,55,65,65,90,False,generation-i,anticipation,psychic,240,8
rapidash-galar,https://pokeapi.co/api/v2/pokemon/10163/,"psychic, fairy","run-away, pastel-veil, anticipation",65,100,70,80,80,105,False,generation-i,anticipation,psychic,800,17
slowpoke-galar,https://pokeapi.co/api/v2/pokemon/10164/,psychic,"gluttony, own-tempo, regenerator",90,65,65,40,40,15,False,generation-i,regenerator,psychic,360,12
slowbro-galar,https://pokeapi.co/api/v2/pokemon/10165/,"poison, psychic","quick-draw, own-tempo, regenerator",95,100,95,100,70,30,False,generation-i,regenerator,poison,705,16
farfetchd-galar,https://pokeapi.co/api/v2/pokemon/10166/,fighting,"steadfast, scrappy",52,95,55,58,62,55,False,generation-i,scrappy,fighting,420,8
weezing-galar,https://pokeapi.co/api/v2/pokemon/10167/,"poison, fairy","levitate, neutralizing-gas, misty-surge",65,90,120,85,70,60,False,generation-i,misty-surge,poison,160,30
mr-mime-galar,https://pokeapi.co/api/v2/pokemon/10168/,"ice, psychic","vital-spirit, screen-cleaner, ice-body",50,65,65,90,90,100,False,generation-i,ice-body,ice,568,14
articuno-galar,https://pokeapi.co/api/v2/pokemon/10169/,"psychic, flying",competitive,90,85,85,125,100,95,True,generation-i,,psychic,509,17
zapdos-galar,https://pokeapi.co/api/v2/pokemon/10170/,"fighting, flying",defiant,90,125,90,85,90,100,True,generation-i,,fighting,582,16
moltres-galar,https://pokeapi.co/api/v2/pokemon/10171/,"dark, flying",berserk,90,85,90,100,125,90,True,generation-i,,dark,660,20
slowking-galar,https://pokeapi.co/api/v2/pokemon/10172/,"poison, psychic","curious-medicine, own-tempo, regenerator",95,65,80,110,110,30,False,generation-ii,regenerator,poison,795,18
corsola-galar,https://pokeapi.co/api/v2/pokemon/10173/,ghost,"weak-armor, cursed-body",60,55,100,65,100,30,False,generation-ii,cursed-body,ghost,5,6
zigzagoon-galar,https://pokeapi.co/api/v2/pokemon/10174/,"dark, normal","pickup, gluttony, quick-feet",38,30,41,30,41,60,False,generation-iii,quick-feet,dark,175,4
linoone-galar,https://pokeapi.co/api/v2/pokemon/10175/,"dark, normal","pickup, gluttony, quick-feet",78,70,61,50,61,100,False,generation-iii,quick-feet,dark,325,5
darumaka-galar,https://pokeapi.co/api/v2/pokemon/10176/,ice,"hustle, inner-focus",70,90,45,15,45,50,False,generation-v,inner-focus,ice,400,7
darmanitan-galar-standard,https://pokeapi.co/api/v2/pokemon/10177/,ice,"gorilla-tactics, zen-mode",105,140,55,30,55,95,False,generation-v,zen-mode,ice,1200,17
darmanitan-galar-zen,https://pokeapi.co/api/v2/pokemon/10178/,"ice, fire","gorilla-tactics, zen-mode",105,160,55,30,55,135,False,generation-v,zen-mode,ice,1200,17
yamask-galar,https://pokeapi.co/api/v2/pokemon/10179/,"ground, ghost",wandering-spirit,38,55,85,30,65,30,False,generation-v,,ground,15,5
stunfisk-galar,https://pokeapi.co/api/v2/pokemon/10180/,"ground, steel",mimicry,109,81,99,66,84,32,False,generation-v,,ground,205,7
zygarde-10,https://pokeapi.co/api/v2/pokemon/10181/,"dragon, ground",aura-break,54,100,71,61,85,115,True,generation-vi,,dragon,335,12
cramorant-gulping,https://pokeapi.co/api/v2/pokemon/10182/,"flying, water",gulp-missile,70,85,55,85,95,85,False,generation-viii,,flying,180,8
cramorant-gorging,https://pokeapi.co/api/v2/pokemon/10183/,"flying, water",gulp-missile,70,85,55,85,95,85,False,generation-viii,,flying,180,8
toxtricity-low-key,https://pokeapi.co/api/v2/pokemon/10184/,"electric, poison","punk-rock, minus, technician",75,98,70,114,70,75,False,generation-viii,technician,electric,400,16
eiscue-noice,https://pokeapi.co/api/v2/pokemon/10185/,ice,ice-face,75,80,70,65,50,130,False,generation-viii,,ice,890,14
indeedee-female,https://pokeapi.co/api/v2/pokemon/10186/,"psychic, normal","own-tempo, synchronize, psychic-surge",70,55,65,95,105,85,False,generation-viii,psychic-surge,psychic,280,9
morpeko-hangry,https://pokeapi.co/api/v2/pokemon/10187/,"electric, dark",hunger-switch,58,95,58,70,58,97,False,generation-viii,,electric,30,3
zacian-crowned,https://pokeapi.co/api/v2/pokemon/10188/,"fairy, steel",intrepid-sword,92,150,115,80,115,148,True,generation-viii,,fairy,3550,28
zamazenta-crowned,https://pokeapi.co/api/v2/pokemon/10189/,"fighting, steel",dauntless-shield,92,120,140,80,140,128,True,generation-viii,,fighting,7850,29
eternatus-eternamax,https://pokeapi.co/api/v2/pokemon/10190/,"poison, dragon",pressure,255,115,250,125,250,130,True,generation-viii,,poison,0,1000
urshifu-rapid-strike,https://pokeapi.co/api/v2/pokemon/10191/,"fighting, water",unseen-fist,100,130,100,63,60,97,True,generation-viii,,fighting,1050,19
zarude-dada,https://pokeapi.co/api/v2/pokemon/10192/,"dark, grass",leaf-guard,105,120,105,70,95,105,False,generation-viii,,dark,700,18
calyrex-ice,https://pokeapi.co/api/v2/pokemon/10193/,"psychic, ice",as-one-glastrier,100,165,150,85,130,50,True,generation-viii,,psychic,8091,24
calyrex-shadow,https://pokeapi.co/api/v2/pokemon/10194/,"psychic, ghost",as-one-spectrier,100,85,80,165,100,150,True,generation-viii,,psychic,536,24
venusaur-gmax,https://pokeapi.co/api/v2/pokemon/10195/,"grass, poison","overgrow, chlorophyll",80,82,83,100,100,80,False,generation-i,chlorophyll,grass,10000,240
charizard-gmax,https://pokeapi.co/api/v2/pokemon/10196/,"fire, flying","blaze, solar-power",78,84,78,109,85,100,False,generation-i,solar-power,fire,10000,280
blastoise-gmax,https://pokeapi.co/api/v2/pokemon/10197/,water,"torrent, rain-dish",79,83,100,85,105,78,False,generation-i,rain-dish,water,10000,250
butterfree-gmax,https://pokeapi.co/api/v2/pokemon/10198/,"bug, flying","compound-eyes, tinted-lens",60,45,50,90,80,70,False,generation-i,tinted-lens,bug,10000,170
pikachu-gmax,https://pokeapi.co/api/v2/pokemon/10199/,electric,"static, lightning-rod",35,55,40,50,50,90,False,generation-i,lightning-rod,electric,10000,210
meowth-gmax,https://pokeapi.co/api/v2/pokemon/10200/,normal,"pickup, technician, unnerve",40,45,35,40,40,90,False,generation-i,unnerve,normal,10000,330
machamp-gmax,https://pokeapi.co/api/v2/pokemon/10201/,fighting,"guts, no-guard, steadfast",90,130,80,65,85,55,False,generation-i,steadfast,fighting,10000,250
gengar-gmax,https://pokeapi.co/api/v2/pokemon/10202/,"ghost, poison",cursed-body,60,65,60,130,75,110,False,generation-i,,ghost,10000,200
kingler-gmax,https://pokeapi.co/api/v2/pokemon/10203/,water,"hyper-cutter, shell-armor, sheer-force",55,130,115,50,50,75,False,generation-i,sheer-force,water,10000,190
lapras-gmax,https://pokeapi.co/api/v2/pokemon/10204/,"water, ice","water-absorb, shell-armor, hydration",130,85,80,85,95,60,False,generation-i,hydration,water,10000,240
eevee-gmax,https://pokeapi.co/api/v2/pokemon/10205/,normal,"run-away, adaptability, anticipation",55,55,50,45,65,55,False,generation-i,anticipation,normal,10000,180
snorlax-gmax,https://pokeapi.co/api/v2/pokemon/10206/,normal,"immunity, thick-fat, gluttony",160,110,65,65,110,30,False,generation-i,gluttony,normal,10000,350
garbodor-gmax,https://pokeapi.co/api/v2/pokemon/10207/,poison,"stench, weak-armor, aftermath",80,95,82,60,82,75,False,generation-v,aftermath,poison,10000,210
melmetal-gmax,https://pokeapi.co/api/v2/pokemon/10208/,steel,iron-fist,135,143,143,80,65,34,False,generation-vii,,steel,10000,250
rillaboom-gmax,https://pokeapi.co/api/v2/pokemon/10209/,grass,"overgrow, grassy-surge",100,125,90,60,70,85,False,generation-viii,grassy-surge,grass,10000,280
cinderace-gmax,https://pokeapi.co/api/v2/pokemon/10210/,fire,"blaze, libero",80,116,75,65,75,119,False,generation-viii,libero,fire,10000,270
inteleon-gmax,https://pokeapi.co/api/v2/pokemon/10211/,water,"torrent, sniper",70,85,65,125,65,120,False,generation-viii,sniper,water,10000,400
corviknight-gmax,https://pokeapi.co/api/v2/pokemon/10212/,"flying, steel","pressure, unnerve, mirror-armor",98,87,105,53,85,67,False,generation-viii,mirror-armor,flying,10000,140
orbeetle-gmax,https://pokeapi.co/api/v2/pokemon/10213/,"bug, psychic","swarm, frisk, telepathy",60,45,110,80,120,90,False,generation-viii,telepathy,bug,10000,140
drednaw-gmax,https://pokeapi.co/api/v2/pokemon/10214/,"water, rock","strong-jaw, shell-armor, swift-swim",90,115,90,48,68,74,False,generation-viii,swift-swim,water,10000,240
coalossal-gmax,https://pokeapi.co/api/v2/pokemon/10215/,"rock, fire","steam-engine, flame-body, flash-fire",110,80,120,80,90,30,False,generation-viii,flash-fire,rock,10000,420
flapple-gmax,https://pokeapi.co/api/v2/pokemon/10216/,"grass, dragon","ripen, gluttony, hustle",70,110,80,95,60,70,False,generation-viii,hustle,grass,10000,240
appletun-gmax,https://pokeapi.co/api/v2/pokemon/10217/,"grass, dragon","ripen, gluttony, thick-fat",110,85,80,100,80,30,False,generation-viii,thick-fat,grass,10000,240
sandaconda-gmax,https://pokeapi.co/api/v2/pokemon/10218/,ground,"sand-spit, shed-skin, sand-veil",72,107,125,65,70,71,False,generation-viii,sand-veil,ground,10000,220
toxtricity-amped-gmax,https://pokeapi.co/api/v2/pokemon/10219/,"electric, poison","punk-rock, plus, technician",75,98,70,114,70,75,False,generation-viii,technician,electric,10000,240
centiskorch-gmax,https://pokeapi.co/api/v2/pokemon/10220/,"fire, bug","flash-fire, white-smoke, flame-body",100,115,65,90,90,65,False,generation-viii,flame-body,fire,10000,750
hatterene-gmax,https://pokeapi.co/api/v2/pokemon/10221/,"psychic, fairy","healer, anticipation, magic-bounce",57,90,95,136,103,29,False,generation-viii,magic-bounce,psychic,10000,260
grimmsnarl-gmax,https://pokeapi.co/api/v2/pokemon/10222/,"dark, fairy","prankster, frisk, pickpocket",95,120,65,95,75,60,False,generation-viii,pickpocket,dark,10000,320
alcremie-gmax,https://pokeapi.co/api/v2/pokemon/10223/,fairy,"sweet-veil, aroma-veil",65,60,75,110,121,64,False,generation-viii,aroma-veil,fairy,10000,300
copperajah-gmax,https://pokeapi.co/api/v2/pokemon/10224/,steel,"sheer-force, heavy-metal",122,130,69,80,69,30,False,generation-viii,heavy-metal,steel,10000,230
duraludon-gmax,https://pokeapi.co/api/v2/pokemon/10225/,"steel, dragon","light-metal, heavy-metal, stalwart",70,95,115,120,50,85,False,generation-viii,stalwart,steel,10000,430
urshifu-single-strike-gmax,https://pokeapi.co/api/v2/pokemon/10226/,"fighting, dark",unseen-fist,100,130,100,63,60,97,True,generation-viii,,fighting,10000,290
urshifu-rapid-strike-gmax,https://pokeapi.co/api/v2/pokemon/10227/,"fighting, water",unseen-fist,100,130,100,63,60,97,True,generation-viii,,fighting,10000,260
toxtricity-low-key-gmax,https://pokeapi.co/api/v2/pokemon/10228/,"electric, poison","punk-rock, minus, technician",75,98,70,114,70,75,False,generation-viii,technician,electric,10000,240
growlithe-hisui,https://pokeapi.co/api/v2/pokemon/10229/,"fire, rock","intimidate, flash-fire, rock-head",60,75,45,65,50,55,False,generation-i,rock-head,fire,227,8
arcanine-hisui,https://pokeapi.co/api/v2/pokemon/10230/,"fire, rock","intimidate, flash-fire, rock-head",95,115,80,95,80,90,False,generation-i,rock-head,fire,1680,20
voltorb-hisui,https://pokeapi.co/api/v2/pokemon/10231/,"electric, grass","soundproof, static, aftermath",40,30,50,55,55,100,False,generation-i,aftermath,electric,130,5
electrode-hisui,https://pokeapi.co/api/v2/pokemon/10232/,"electric, grass","soundproof, static, aftermath",60,50,70,80,80,150,False,generation-i,aftermath,electric,710,12
typhlosion-hisui,https://pokeapi.co/api/v2/pokemon/10233/,"fire, ghost","blaze, frisk",73,84,78,119,85,95,False,generation-ii,frisk,fire,698,16
qwilfish-hisui,https://pokeapi.co/api/v2/pokemon/10234/,"dark, poison","poison-point, swift-swim, intimidate",65,95,85,55,55,85,False,generation-ii,intimidate,dark,39,5
sneasel-hisui,https://pokeapi.co/api/v2/pokemon/10235/,"fighting, poison","inner-focus, keen-eye, pickpocket",55,95,55,35,75,115,False,generation-ii,pickpocket,fighting,270,9
samurott-hisui,https://pokeapi.co/api/v2/pokemon/10236/,"water, dark","torrent, sharpness",90,108,80,100,65,85,False,generation-v,sharpness,water,582,15
lilligant-hisui,https://pokeapi.co/api/v2/pokemon/10237/,"grass, fighting","chlorophyll, hustle, leaf-guard",70,105,75,50,75,105,False,generation-v,leaf-guard,grass,192,12
zorua-hisui,https://pokeapi.co/api/v2/pokemon/10238/,"normal, ghost",illusion,35,60,40,85,40,70,False,generation-v,,normal,125,7
zoroark-hisui,https://pokeapi.co/api/v2/pokemon/10239/,"normal, ghost",illusion,55,100,60,125,60,110,False,generation-v,,normal,730,16
braviary-hisui,https://pokeapi.co/api/v2/pokemon/10240/,"psychic, flying","keen-eye, sheer-force, tinted-lens",110,83,70,112,70,65,False,generation-v,tinted-lens,psychic,434,17
sliggoo-hisui,https://pokeapi.co/api/v2/pokemon/10241/,"steel, dragon","sap-sipper, shell-armor, gooey",58,75,83,83,113,40,False,generation-vi,gooey,steel,685,7
goodra-hisui,https://pokeapi.co/api/v2/pokemon/10242/,"steel, dragon","sap-sipper, shell-armor, gooey",80,100,100,110,150,60,False,generation-vi,gooey,steel,3341,17
avalugg-hisui,https://pokeapi.co/api/v2/pokemon/10243/,"ice, rock","strong-jaw, ice-body, sturdy",95,127,184,34,36,38,False,generation-vi,sturdy,ice,2624,14
decidueye-hisui,https://pokeapi.co/api/v2/pokemon/10244/,"grass, fighting","overgrow, scrappy",88,112,80,95,95,60,False,generation-vii,scrappy,grass,370,16
dialga-origin,https://pokeapi.co/api/v2/pokemon/10245/,"steel, dragon","pressure, telepathy",100,100,120,150,120,90,True,generation-iv,telepathy,steel,8487,70
palkia-origin,https://pokeapi.co/api/v2/pokemon/10246/,"water, dragon","pressure, telepathy",90,100,100,150,120,120,True,generation-iv,telepathy,water,6590,63
basculin-white-striped,https://pokeapi.co/api/v2/pokemon/10247/,water,"rattled, adaptability, mold-breaker",70,92,65,80,55,98,False,generation-v,mold-breaker,water,180,10
basculegion-female,https://pokeapi.co/api/v2/pokemon/10248/,"water, ghost","swift-swim, adaptability, mold-breaker",120,92,65,100,75,78,False,generation-viii,mold-breaker,water,1100,30
enamorus-therian,https://pokeapi.co/api/v2/pokemon/10249/,"fairy, flying",overcoat,74,115,110,135,100,46,True,generation-viii,,fairy,480,16
tauros-paldea-combat-breed,https://pokeapi.co/api/v2/pokemon/10250/,fighting,"intimidate, anger-point, cud-chew",75,110,105,30,70,100,False,generation-i,cud-chew,fighting,1150,14
tauros-paldea-blaze-breed,https://pokeapi.co/api/v2/pokemon/10251/,"fighting, fire","intimidate, anger-point, cud-chew",75,110,105,30,70,100,False,generation-i,cud-chew,fighting,850,14
tauros-paldea-aqua-breed,https://pokeapi.co/api/v2/pokemon/10252/,"fighting, water","intimidate, anger-point, cud-chew",75,110,105,30,70,100,False,generation-i,cud-chew,fighting,1100,14
wooper-paldea,https://pokeapi.co/api/v2/pokemon/10253/,"poison, ground","poison-point, water-absorb, unaware",55,45,45,25,25,15,False,generation-ii,unaware,poison,110,4
oinkologne-female,https://pokeapi.co/api/v2/pokemon/10254/,normal,"aroma-veil, gluttony, thick-fat",115,90,70,59,90,65,False,generation-ix,thick-fat,normal,1200,10
dudunsparce-three-segment,https://pokeapi.co/api/v2/pokemon/10255/,normal,"serene-grace, run-away, rattled",125,100,80,85,75,55,False,generation-ix,rattled,normal,474,45
palafin-hero,https://pokeapi.co/api/v2/pokemon/10256/,water,"zero-to-hero, zero-to-hero",100,160,97,106,87,100,False,generation-ix,zero-to-hero,water,974,18
maushold-family-of-three,https://pokeapi.co/api/v2/pokemon/10257/,normal,"friend-guard, cheek-pouch, technician",74,75,70,65,75,111,False,generation-ix,technician,normal,28,3
tatsugiri-droopy,https://pokeapi.co/api/v2/pokemon/10258/,"dragon, water","commander, storm-drain",68,50,60,120,95,82,False,generation-ix,storm-drain,dragon,80,3
tatsugiri-stretchy,https://pokeapi.co/api/v2/pokemon/10259/,"dragon, water","commander, storm-drain",68,50,60,120,95,82,False,generation-ix,storm-drain,dragon,80,3
squawkabilly-blue-plumage,https://pokeapi.co/api/v2/pokemon/10260/,"normal, flying","intimidate, hustle, guts",82,96,51,45,51,92,False,generation-ix,guts,normal,24,6
squawkabilly-yellow-plumage,https://pokeapi.co/api/v2/pokemon/10261/,"normal, flying","intimidate, hustle, sheer-force",82,96,51,45,51,92,False,generation-ix,sheer-force,normal,24,6
squawkabilly-white-plumage,https://pokeapi.co/api/v2/pokemon/10262/,"normal, flying","intimidate, hustle, sheer-force",82,96,51,45,51,92,False,generation-ix,sheer-force,normal,24,6
gimmighoul-roaming,https://pokeapi.co/api/v2/pokemon/10263/,ghost,"run-away, run-away",45,30,25,75,45,80,False,generation-ix,run-away,ghost,10,1
koraidon-limited-build,https://pokeapi.co/api/v2/pokemon/10264/,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135,True,generation-ix,orichalcum-pulse,fighting,3030,35
koraidon-sprinting-build,https://pokeapi.co/api/v2/pokemon/10265/,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135,True,generation-ix,orichalcum-pulse,fighting,3030,35
koraidon-swimming-build,https://pokeapi.co/api/v2/pokemon/10266/,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135,True,generation-ix,orichalcum-pulse,fighting,3030,35
koraidon-gliding-build,https://pokeapi.co/api/v2/pokemon/10267/,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135,True,generation-ix,orichalcum-pulse,fighting,3030,35
miraidon-low-power-mode,https://pokeapi.co/api/v2/pokemon/10268/,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135,True,generation-ix,hadron-engine,electric,2400,28
miraidon-drive-mode,https://pokeapi.co/api/v2/pokemon/10269/,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135,True,generation-ix,hadron-engine,electric,2400,28
miraidon-aquatic-mode,https://pokeapi.co/api/v2/pokemon/10270/,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135,True,generation-ix,hadron-engine,electric,2400,28
